0.000000 -2.000000 -2.000000
0.010000 -2.083473 -2.125564
0.020000 -2.182470 -2.271562
0.030000 -2.302213 -2.444662
0.040000 -2.450718 -2.655058
0.050000 -2.641056 -2.919306
0.060000 -2.896342 -3.266560
0.070000 -3.262427 -3.754407
0.080000 -3.847923 -4.518676
0.090000 -5.006801 -6.000054
0.100000 -9.393910 -11.487432


0.000000 -2.000000 -1.000000
0.010000 -2.053485 -1.052541
0.020000 -2.112518 -1.109612
0.030000 -2.178135 -1.172017
0.040000 -2.251661 -1.240774
0.050000 -2.334813 -1.317202
0.060000 -2.429874 -1.403047
0.070000 -2.539949 -1.500671
0.080000 -2.669391 -1.613376
0.090000 -2.824526 -1.745939
0.100000 -3.014974 -1.905592
0.110000 -3.256228 -2.103936
0.120000 -3.575242 -2.361069
0.130000 -4.024242 -2.715764
0.140000 -4.722430 -3.256134
0.150000 -6.031494 -4.248328
0.160000 -10.105983 -7.269935


0.000000 -2.000000 0.000000
0.010000 -2.050749 -0.020508
0.020000 -2.105311 -0.042112
0.030000 -2.164233 -0.064946
0.040000 -2.228172 -0.089174
0.050000 -2.297934 -0.114993
0.060000 -2.374515 -0.142642
0.070000 -2.459161 -0.172423
0.080000 -2.553461 -0.204714
0.090000 -2.659473 -0.240001
0.100000 -2.779922 -0.278923
0.110000 -2.918501 -0.322336
0.120000 -3.080369 -0.371429
0.130000 -3.272986 -0.427901
0.140000 -3.507635 -0.494303
0.150000 -3.802365 -0.574671
0.160000 -4.188287 -0.675903
0.170000 -4.724939 -0.811067
0.180000 -5.545612 -1.009129
0.190000 -7.040675 -1.354042
0.200000 -11.312126 -2.292736


0.000000 -2.000000 1.000000
0.010000 -2.074123 1.011263
0.020000 -2.155200 1.024247
0.030000 -2.244495 1.039298
0.040000 -2.343615 1.056864
0.050000 -2.454649 1.077529
0.060000 -2.580362 1.102071
0.070000 -2.724506 1.131556
0.080000 -2.892336 1.167487
0.090000 -3.091467 1.212057
0.100000 -3.333457 1.268624
0.110000 -3.636885 1.342621
0.120000 -4.034000 1.443552
0.130000 -4.587156 1.589935
0.140000 -5.438365 1.824263
0.150000 -7.017559 2.276198
0.160000 -11.879537 3.722825


0.000000 -2.000000 2.000000
0.010000 -2.125564 2.083473
0.020000 -2.271562 2.182470
0.030000 -2.444662 2.302213
0.040000 -2.655058 2.450718
0.050000 -2.919306 2.641056
0.060000 -3.266560 2.896342
0.070000 -3.754407 3.262427
0.080000 -4.518676 3.847923
0.090000 -6.000054 5.006801
0.100000 -11.487432 9.393910


0.000000 -1.000000 -2.000000
0.010000 -1.011263 -2.074123
0.020000 -1.024247 -2.155200
0.030000 -1.039298 -2.244495
0.040000 -1.056864 -2.343615
0.050000 -1.077529 -2.454649
0.060000 -1.102071 -2.580362
0.070000 -1.131556 -2.724506
0.080000 -1.167487 -2.892336
0.090000 -1.212057 -3.091467
0.100000 -1.268624 -3.333457
0.110000 -1.342621 -3.636885
0.120000 -1.443552 -4.034000
0.130000 -1.589935 -4.587156
0.140000 -1.824263 -5.438365
0.150000 -2.276198 -7.017559
0.160000 -3.722825 -11.879537


0.000000 -1.000000 -1.000000
0.010000 -1.002555 -1.022809
0.020000 -1.005229 -1.046264
0.030000 -1.008034 -1.070405
0.040000 -1.010985 -1.095280
0.050000 -1.014098 -1.120939
0.060000 -1.017392 -1.147438
0.070000 -1.020885 -1.174837
0.080000 -1.024600 -1.203206
0.090000 -1.028561 -1.232619
0.100000 -1.032797 -1.263161
0.110000 -1.037337 -1.294925
0.120000 -1.042216 -1.328017
0.130000 -1.047474 -1.362555
0.140000 -1.053156 -1.398672
0.150000 -1.059313 -1.436521
0.160000 -1.066002 -1.476273
0.170000 -1.073292 -1.518127
0.180000 -1.081261 -1.562311
0.190000 -1.090000 -1.609088
0.200000 -1.099614 -1.658766
0.210000 -1.110232 -1.711707
0.220000 -1.122002 -1.768338
0.230000 -1.135105 -1.829170
0.240000 -1.149759 -1.894818
0.250000 -1.166232 -1.966030
0.260000 -1.184856 -2.043729
0.270000 -1.206046 -2.129066
0.280000 -1.230334 -2.223499
0.290000 -1.258409 -2.328912
0.300000 -1.291183 -2.447779
0.310000 -1.329891 -2.583438
0.320000 -1.376257 -2.740510
0.330000 -1.432767 -2.925625
0.340000 -1.503161 -3.148693
0.350000 -1.593375 -3.425353
0.360000 -1.713518 -3.782074
0.370000 -1.882562 -4.268225
0.380000 -2.141598 -4.990075
0.390000 -2.603481 -6.237653
0.400000 -3.777081 -9.309943


0.000000 -1.000000 0.000000
0.010000 -1.006510 -0.010065
0.020000 -1.013043 -0.020264
0.030000 -1.019600 -0.030597
0.040000 -1.026182 -0.041069
0.050000 -1.032793 -0.051683
0.060000 -1.039435 -0.062441
0.070000 -1.046110 -0.073348
0.080000 -1.052820 -0.084406
0.090000 -1.059569 -0.095620
0.100000 -1.066359 -0.106993
0.110000 -1.073194 -0.118530
0.120000 -1.080077 -0.130235
0.130000 -1.087010 -0.142113
0.140000 -1.093999 -0.154168
0.150000 -1.101046 -0.166407
0.160000 -1.108157 -0.178834
0.170000 -1.115335 -0.191455
0.180000 -1.122585 -0.204276
0.190000 -1.129912 -0.217304
0.200000 -1.137321 -0.230546
0.210000 -1.144819 -0.244010
0.220000 -1.152411 -0.257701
0.230000 -1.160103 -0.271631
0.240000 -1.167904 -0.285806
0.250000 -1.175819 -0.300236
0.260000 -1.183857 -0.314931
0.270000 -1.192026 -0.329903
0.280000 -1.200336 -0.345162
0.290000 -1.208796 -0.360720
0.300000 -1.217417 -0.376591
0.310000 -1.226210 -0.392789
0.320000 -1.235186 -0.409328
0.330000 -1.244360 -0.426224
0.340000 -1.253746 -0.443496
0.350000 -1.263358 -0.461161
0.360000 -1.273213 -0.479241
0.370000 -1.283329 -0.497756
0.380000 -1.293726 -0.516731
0.390000 -1.304425 -0.536190
0.400000 -1.315449 -0.556163
0.410000 -1.326824 -0.576679
0.420000 -1.338577 -0.597772
0.430000 -1.350738 -0.619477
0.440000 -1.363343 -0.641835
0.450000 -1.376426 -0.664890
0.460000 -1.390030 -0.688689
0.470000 -1.404199 -0.713285
