0 0.600000
1 0.864000
2 0.423014
3 0.878664
4 0.383810
5 0.851400
6 0.455466
7 0.892860
8 0.344379
9 0.812816
10 0.547727
11 0.891800
12 0.347375
13 0.816140
14 0.540200
15 0.894182
16 0.340633
17 0.808568
18 0.557228
19 0.888210
20 0.357455
21 0.826852
22 0.515405
23 0.899146
24 0.326458
25 0.791579
26 0.593934
27 0.868235
28 0.411851
29 0.872027
30 0.401746
31 0.865246
32 0.419743
33 0.876812
34 0.388846
35 0.855521
36 0.444977
37 0.889101
38 0.354961
39 0.824270
40 0.521457
41 0.898343
42 0.328763
43 0.794441
44 0.587896
45 0.872187
46 0.401316
47 0.864941
48 0.420545
49 0.877273
50 0.387595
51 0.854514
52 0.447550
53 0.890096
54 0.352169
55 0.821326
56 0.528299
57 0.897117
58 0.332273
59 0.798724
60 0.578751
61 0.877674
62 0.386504
63 0.853627
64 0.449811
65 0.890932
66 0.349820
67 0.818805
68 0.534107
69 0.895812
70 0.335998
71 0.803172
72 0.569112
73 0.882805
74 0.372458
75 0.841439
76 0.480310
77 0.898604
78 0.328013
79 0.793513
80 0.589860
81 0.870931
82 0.404677
83 0.867289
84 0.414356
85 0.873594
86 0.397538
87 0.862205
88 0.427706
89 0.881185
90 0.376913
91 0.845459
92 0.470370
93 0.896839
94 0.333067
95 0.799680
96 0.576691
97 0.878826
98 0.383366
99 0.851027
100 0.456407
